time;SP;pSP;IPG1G2;IPG1;pG1P;IPG2;pG2P;SC;pSC;ICG1G2;ICG1;pG1C;ICG2;pG2C;N;...17;file;dSP;gammaPG1;dIPG1;gammaPG2;dIPG2;dSC;gammaCG1;dICG1;gammaCG2;dICG2;psiG1;FG1;psiG2;FG2;pi;FGB;c;kappa;sigma;eul;demog_feedback;vanish_threshold;pBc;pBp;pGc;pGp;fc
100;11.4824;0.757605;0;3.67379;0.242395;0;0;18.9405;1;0;0;0;0;0;34.0967;NA;./competition_output_1122;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.24239535133829807;0;0;0.5554936401469938
1000;0.477843;0.763641;0;0.1479;0.236359;0;0;6.04059;1;0;0;0;0;0;6.66633;NA;./competition_output_1122;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.2363590164013021;0;0;0.9061342597801189
108612;0.0474777;0.0576381;0;0.776244;0.942362;0;0;9.89678e-4;1;0;0;0;0;0;0.824711;NA;./competition_output_1122;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.9423619652122799;0;0;0.001200030071140072
0;29.8801;0.963846;0;0;0;1.1208;0.0361538;29.8801;0.963846;0;0;0;1.1208;0.0361538;62.0018;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.03615378908354274;0.03615378908354274;0.49999999999999994
10;26.544;0.932899;0;0;0;1.90924;0.0671008;26.544;0.932899;0;0;0;1.90924;0.0671008;56.9065;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.06710096987197241;0.06710096987197241;0.4999998242731498
50;11.246;0.639176;0;0;0;6.34853;0.360824;11.246;0.639176;0;0;0;6.34853;0.360824;35.1891;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.360824074300365;0.360824074300365;0.4999994316421846
100;2.57356;0.296386;0;0;0;6.10958;0.703614;2.57356;0.296386;0;0;0;6.10958;0.703614;17.3663;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.7036141303721926;0.7036141303721926;0.49999942417210347
1000;0.0272457;0.0340308;0;0;0;0.773373;0.965969;0.0272457;0.0340308;0;0;0;0.773373;0.965969;1.60124;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.965969193574919;0.965969193574919;0.49999918812919986
9730;0.0237462;0.0530511;0;0;0;0.423864;0.946949;0.0237462;0.0530511;0;0;0;0.423864;0.946949;0.89522;NA;./competition_output_1123;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0;0.9469489301182145;0.9469489301182145;0.500000223408771
0;29.8202;0.93184;0;1.0604;0.0331361;1.1208;0.0350235;29.8801;0.963846;0;0;0;1.1208;0.0361538;63.0023;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.033136050297799466;0.03615378908354274;0.0350234677232871;0.4920598136893415
10;25.8619;0.890856;0;1.29535;0.0446203;1.87316;0.0645239;26.5326;0.933464;0;0;0;1.8912;0.0665356;57.4543;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.044620451450737356;0.06653579042914741;0.06452406287062429;0.4947201514943181
50;10.0198;0.580121;0;1.78995;0.103633;5.4622;0.316246;11.7331;0.659959;0;0;0;6.04541;0.340041;35.0505;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.10363334771117332;0.3400403070898517;0.3162468626877683;0.5072255745281808
100;2.24224;0.261015;0;1.43783;0.167375;4.91039;0.571609;3.10165;0.341584;0;0;0;5.97855;0.658416;17.6707;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.1673752045874144;0.658416114182507;0.5716096693308623;0.5138562705495537
1000;0.0273845;0.0310085;0;0.318699;0.360875;0.537046;0.608117;0.0364738;0.0461401;0;0;0;0.754027;0.95386;1.67363;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.36087459426958335;0.9538598822417385;0.6081169296235717;0.47232709738711665
60882;0.0236452;0.0530722;0;0.00111513;0.00250293;0.420769;0.944425;0.0238784;0.0531353;0;0;0;0.425511;0.946865;0.894919;NA;./competition_output_1124;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0;1;0;1e-4;1;1e-7;0;0.0025029328596615627;0.9468647903132561;0.9444249158635639;0.5021565080191615
0;30;1;0;0;0;0;0;29.9998;1;0;0;0;0;0;59.9998;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.49999833332777777
10;28.2914;1;0;0;0;0;0;28.3752;1;0;0;0;0;0;56.6666;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.5007394126346031
50;23.0304;1;0;0;0;0;0;23.3394;1;0;0;0;0;0;46.3699;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.503330824521942
100;18.6715;1;0;0;0;0;0;19.1222;1;0;0;0;0;0;37.7937;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.5059626339839708
1000;4.161;1;0;0;0;0;0;4.58148;1;0;0;0;0;0;8.74248;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.5240480961923848
220364;0.0250107;1;0;0;0;0;0;0.0116241;1;0;0;0;0;0;0.0366348;NA;./competition_output_1125;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0;0;0.3172966687411969
0;29.9401;0.965794;0;1.0604;0.0342059;0;0;29.9998;1;0;0;0;0;0;61.0003;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.03420589990484024;0;0;0.49179758132337054
10;27.5522;0.95411;0;1.32519;0.0458905;0;0;28.3534;1;0;0;0;0;0;57.2308;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.0458902276140607;0;0;0.49542204547201857
50;19.2525;0.883006;0;2.55086;0.116994;0;0;23.348;1;0;0;0;0;0;45.1514;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.1169938945190099;0;0;0.517104674495143
100;11.4958;0.760499;0;3.62035;0.239501;0;0;19.3392;1;0;0;0;0;0;34.4554;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.2395021219027332;0;0;0.5612821212349879
1000;0.505402;0.796028;0;0.129503;0.203972;0;0;6.3135;1;0;0;0;0;0;6.94841;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.20397224781660248;0;0;0.9086251387007963
108325;0.0474778;0.0576372;0;0.776257;0.942363;0;0;9.76688e-4;1;0;0;0;0;0;0.824711;NA;./competition_output_1126;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.9423627604418315;0;0;0.0011842790989813404
0;29.8801;0.963846;0;0;0;1.1208;0.0361538;29.8799;0.963848;0;0;0;1.12075;0.0361524;62.0016;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.03615246777083706;0.03615378908354274;0.49999758070759465
10;26.5313;0.932568;0;0;0;1.91842;0.0674318;26.6122;0.931547;0;0;0;1.95555;0.0684529;57.0175;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.06845306333190398;0.06743194660615288;0.5010347700267462
50;10.954;0.62809;0;0;0;6.48616;0.37191;11.093;0.621206;0;0;0;6.76419;0.378794;35.2973;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.3787936399847905;0.3719094320235594;0.5059081006195941
100;2.38521;0.281792;0;0;0;6.07922;0.718208;2.43167;0.27277;0;0;0;6.48308;0.72723;17.3792;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.7272307131439468;0.7182078415203387;0.512955141778678
1000;0.0248433;0.033305800000000003;0;0;0;0.721073;0.966694;0.0285456;0.0325653;0;0;0;0.848018;0.967435;1.62248;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.9674346504919895;0.9666942524248364;0.540261574873034
757390;0.0463807;0.0530691;0;0;0;0.827589;0.946931;0.00111123;0.0531991;0;0;0;0.0197769;0.946801;0.894857;NA;./competition_output_1127;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0;0.9468008864364593;0.9469309977222323;0.02334242230881582
0;29.8202;0.93184;0;1.0604;0.0331361;1.1208;0.0350235;29.8799;0.963848;0;0;0;1.12075;0.0361524;63.0021;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.033136050297799466;0.03615246777083706;0.0350234677232871;0.49205740761022254
10;25.8495;0.890546;0;1.29485;0.0446093;1.88223;0.064845;26.6018;0.932103;0;0;0;1.93776;0.0678973;57.5661;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.044609113440164154;0.0678973326848767;0.06484504891723379;0.49577025367360306
50;9.77411;0.570606;0;1.76461;0.103017;5.59064;0.326378;11.5831;0.642169;0;0;0;6.45436;0.357831;35.1668;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.10301669180868404;0.35783086975660655;0.32637763465768715;0.5129116098138016
100;2.08601;0.248615;0;1.38441;0.164997;4.9201;0.586388;2.927;0.315033;0;0;0;6.36409;0.684967;17.6816;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.16499692510118563;0.6849669952610511;0.5863879711865296;0.5254665867342322
1000;0.0253038;0.0304931;0;0.294696;0.355133;0.509819;0.614374;0.0362337;0.0420923;0;0;0;0.824582;0.957908;1.69064;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;0.3551329519167317;0.9579077147407976;0.6143738849975441;0.5091655822647045
754837;0.0463807;0.0530691;0;5.67786e-21;6.496639999999999e-21;0.827588;0.946931;0.00111123;0.0531991;0;0;0;0.0197769;0.946801;0.894857;NA;./competition_output_1128;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.0526316;1;0;1e-4;1;1e-7;0;6.496639982644687e-21;0.9468008864364593;0.9469309370003753;0.02334242230881582
0;30;1;0;0;0;0;0;29.9997;1;0;0;0;0;0;59.9997;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.4999974999875
10;28.2904;1;0;0;0;0;0;28.454;1;0;0;0;0;0;56.7443;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.5014424356278957
50;23.0128;1;0;0;0;0;0;23.62;1;0;0;0;0;0;46.6329;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.5065093528388755
100;18.6278;1;0;0;0;0;0;19.5184;1;0;0;0;0;0;38.1462;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.5116735087636514
1000;4.04468;1;0;0;0;0;0;4.89312;1;0;0;0;0;0;8.93779;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.5474641941688045
201921;0.0280937;1;0;0;0;0;0;0.00750099;1;0;0;0;0;0;0.0355947;NA;./competition_output_1129;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0;0;0.21073333951402878
0;30;1;0;0;0;0;0;29.999;1;0;0;0;0;0;59.999;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.49999166652777544
10;28.2851;1;0;0;0;0;0;28.8533;1;0;0;0;0;0;57.1384;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.5049721378267505
50;22.9216;1;0;0;0;0;0;25.1025;1;0;0;0;0;0;48.024;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.522707396301849
100;18.396;1;0;0;0;0;0;21.693;1;0;0;0;0;0;40.0889;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.5411223555647573
1000;3.38436;1;0;0;0;0;0;6.92579;1;0;0;0;0;0;10.3101;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.6717480916770934
140482;0.0303493;1;0;0;0;0;0;0.00260017;1;0;0;0;0;0;0.0329494;NA;./competition_output_113;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.421053;1;0;1e-4;1;1e-7;0;0;0;0;0.07891403181848533
0;29.9401;0.965794;0;1.0604;0.0342059;0;0;29.9997;1;0;0;0;0;0;61.0002;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.03420589990484024;0;0;0.49179674820738295
10;27.5512;0.954118;0;1.3249;0.0458823;0;0;28.4333;1;0;0;0;0;0;57.3094;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.04588223478932404;0;0;0.49613675941468593
50;19.2447;0.883469;0;2.5384;0.116531;0;0;23.6283;1;0;0;0;0;0;45.4115;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.11653070499607494;0;0;0.5203153386256786
100;11.5083;0.763274;0;3.56926;0.236726;0;0;19.7288;1;0;0;0;0;0;34.8064;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.23672663216064138;0;0;0.5668152983359382
1000;0.532019;0.824895;0;0.112935;0.175105;0;0;6.59294;1;0;0;0;0;0;7.23789;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.17510551140081307;0;0;0.9108925391239712
108154;0.0474778;0.0576364;0;0.776269;0.942364;0;0;9.64637e-4;1;0;0;0;0;0;0.824711;NA;./competition_output_1130;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.9423636000771111;0;0;0.0011696667074890476
0;29.8801;0.963846;0;0;0;1.1208;0.0361538;29.8798;0.963849;0;0;0;1.1207;0.036151;62.0014;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.036151029822099646;0.03615378908354274;0.49999677426638756
10;26.5191;0.932249;0;0;0;1.92727;0.0677509;26.677;0.930238;0;0;0;2.00061;0.0697622;57.124;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.06976208965809912;0.06775099951241581;0.5020238428681465
50;10.6688;0.617131;0;0;0;6.61895;0.382869;10.9352;0.603376;0;0;0;7.18812;0.396624;35.411;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.39662269385520976;0.3828693728217958;0.5117991584535878
100;2.21032;0.267888;0;0;0;6.0406;0.732112;2.29542;0.25058;0;0;0;6.86499;0.74942;17.4113;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.7494195128820654;0.7321122977801263;0.5261186700590995
1000;0.0225191;0.0325927;0;0;0;0.668405;0.967407;0.0299032;0.0312671;0;0;0;0.926474;0.968733;1.6473;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.9687328388840721;0.9674072738235647;0.5805725733017666
473430;0.0469304;0.053069;0;0;0;0.837397;0.946931;5.61566e-4;0.053323;0;0;0;0.00996984;0.946677;0.894859;NA;./competition_output_1131;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0;0.9466770153956652;0.9469309669699253;0.011768788155452424
0;29.8202;0.93184;0;1.0604;0.0331361;1.1208;0.0350235;29.8798;0.963849;0;0;0;1.1207;0.036151;63.0019;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.033136050297799466;0.036151029822099646;0.0350234677232871;0.49205658876954506
10;25.8375;0.890247;0;1.29439;0.0445988;1.89097;0.0651545;26.6675;0.930784;0;0;0;1.98309;0.0692163;57.6735;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.04459898163034243;0.06921637564880863;0.06515450234745991;0.49677217439551963
50;9.53321;0.561161;0;1.74002;0.102424;5.71515;0.336415;11.4274;0.624463;0;0;0;6.87217;0.375537;35.2879;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.10242412755071408;0.3755372393996143;0.33641524383137184;0.5185791730309822
100;1.93971;0.236713;0;1.33394;0.162788;4.9207;0.600499;2.75917;0.289929;0;0;0;6.75754;0.710071;17.7111;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.16278777450316376;0.7100710224436806;0.600499124396688;0.5373302618132132
1000;0.0232497;0.0299704;0;0.272031;0.350666;0.480474;0.619364;0.0363066;0.0388018;0;0;0;0.899388;0.961198;1.71145;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;0.3506662608682874;0.9611982371171107;0.6193633116241513;0.5467262262993368
470152;0.0469304;0.053069;0;2.99419e-13;3.38584e-13;0.837397;0.946931;5.61564e-4;0.053323;0;0;0;0.00996981;0.946677;0.894859;NA;./competition_output_1132;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.105263;1;0;1e-4;1;1e-7;0;3.385838774190403e-13;0.9466770432803925;0.9469309669696048;0.011768752395628811
0;30;1;0;0;0;0;0;29.9996;1;0;0;0;0;0;59.9996;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.4999966666444443
10;28.2894;1;0;0;0;0;0;28.529;1;0;0;0;0;0;56.8184;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.502108471903468
50;22.9959;1;0;0;0;0;0;23.8908;1;0;0;0;0;0;46.8867;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.509543218012784
100;18.5855;1;0;0;0;0;0;19.9053;1;0;0;0;0;0;38.4908;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.5171443565735189
1000;3.92983;1;0;0;0;0;0;5.21311;1;0;0;0;0;0;9.14295;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.5701781153785157
194574;0.0293547;1;0;0;0;0;0;0.00471102;1;0;0;0;0;0;0.0340657;NA;./competition_output_1133;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0;0;0.13829218245918917
0;29.9401;0.965794;0;1.0604;0.0342059;0;0;29.9996;1;0;0;0;0;0;61.0001;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.03420589990484024;0;0;0.49179591508866377
10;27.5502;0.954125;0;1.32462;0.0458746;0;0;28.5093;1;0;0;0;0;0;57.3842;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.04587457168564167;0;0;0.4968144541528853
50;19.2373;0.883912;0;2.5265;0.116088;0;0;23.8988;1;0;0;0;0;0;45.6626;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.11608726417261692;0;0;0.5233779942447431
100;11.5199;0.765934;0;3.52044;0.234066;0;0;20.1091;1;0;0;0;0;0;35.1495;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.23406651711330992;0;0;0.5721020213658801
1000;0.557424;0.850367;0;0.0980855;0.149633;0;0;6.87891;1;0;0;0;0;0;7.53442;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.14963246146699627;0;0;0.912997948083595
108083;0.0474778;0.0576357;0;0.77628;0.942364;0;0;9.53487e-4;1;0;0;0;0;0;0.824711;NA;./competition_output_1134;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.9423643697212942;0;0;0.0011561468199163102
0;29.8801;0.963846;0;0;0;1.1208;0.0361538;29.8797;0.96385;0;0;0;1.12065;0.0361498;62.0012;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.036149591859446745;0.03615378908354274;0.49999596781997774
10;26.5074;0.931942;0;0;0;1.9358;0.0680583;26.7386;0.928971;0;0;0;2.04442;0.0710287;57.2262;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.0710286828831721;0.06805844630702593;0.5029692693206957
50;10.391;0.606326;0;0;0;6.74662;0.393674;10.7737;0.585758;0;0;0;7.61904;0.414242;35.5303;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.41424170623843976;0.3936731004655256;0.5176635153657583
100;2.04824;0.254674;0;0;0;5.99438;0.745326;2.16516;0.229848;0;0;0;7.25482;0.770152;17.4626;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.7701523782428413;0.7453267716241723;0.539437426271002
1000;0.0202856;0.03189;0;0;0;0.615825;0.96811;0.0313017;0.0301027;0;0;0;1.00853;0.969897;1.67594;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.9698973401176364;0.9681099481756789;0.6204468537059799
360752;0.0471106;0.053069;0;0;0;0.840612;0.946931;3.81371e-4;0.0534411;0;0;0;0.00675492;0.946559;0.894859;NA;./competition_output_1135;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0;0.9465589337654532;0.9469309444188985;0.007974765856967412
0;29.8202;0.93184;0;1.0604;0.0331361;1.1208;0.0350235;29.8797;0.96385;0;0;0;1.12065;0.0361498;63.0017;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.033136050297799466;0.036149591859446745;0.0350234677232871;0.49205576992366873
10;25.826;0.889958;0;1.29394;0.0445888;1.8994;0.0654528;26.7299;0.929508;0;0;0;2.02716;0.0704925;57.7765;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.04458888451632601;0.07049260251221787;0.06545290140988734;0.49772935362993603
50;9.29766;0.551814;0;1.71619;0.101856;5.83541;0.34633;11.2672;0.606914;0;0;0;7.29755;0.393086;35.414;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.10185551175541241;0.3930863599025034;0.3463303432910407;0.5242206472016716
100;1.8031;0.22533;0;1.28627;0.160743;4.91268;0.613927;2.59869;0.266341;0;0;0;7.15832;0.733659;17.7591;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.16074255971907198;0.7336591845247673;0.6139276810317356;0.5494090353677832
1000;0.0212371;0.0294396;0;0.250637;0.347441;0.449505;0.623119;0.0366335;0.0360961;0;0;0;0.978255;0.963904;1.73627;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;0.347441449301761;0.9639039165386147;0.6231189675442496;0.5845222805208867
357338;0.0471106;0.053069;0;2.27183e-10;2.55916e-10;0.840612;0.946931;3.81375e-4;0.0534411;0;0;0;0.00675499;0.946559;0.894859;NA;./competition_output_1136;1;1;1;1;1;1;1;1;1;1;20;6;20;10;1;16;0.157895;1;0;1e-4;1;1e-7;0;2.559166567820399e-10;0.9465589274091222;0.946930944176563;0.00797484855155952
