time;Sp;Ipg1;Ipg2;Sc;Icg1;Icg2;N;
16930;0.984382;66.9939;719.442;0.0159555;5.022e-08;11.6753;799.112;
16940;0.984414;66.9864;719.477;0.0159205;4.96118e-08;11.6498;799.113;
16950;0.984446;66.979;719.511;0.0158855;4.90109e-08;11.6244;799.115;
16960;0.984477;66.9715;719.545;0.0158506;4.84173e-08;11.599;799.116;
16970;0.984509;66.9641;719.58;0.0158158;4.7831e-08;11.5736;799.118;
16980;0.984541;66.9567;719.614;0.0157811;4.72517e-08;11.5484;799.119;
16990;0.984572;66.9493;719.648;0.0157464;4.66794e-08;11.5231;799.121;
17000;0.984604;66.9419;719.682;0.0157118;4.6114e-08;11.498;799.122;
17010;0.984635;66.9345;719.716;0.0156773;4.55555e-08;11.4729;799.124;
17020;0.984667;66.9272;719.75;0.0156429;4.50038e-08;11.4478;799.125;
17030;0.984698;66.9199;719.784;0.0156085;4.44587e-08;11.4228;799.127;
17040;0.984729;66.9126;719.817;0.0155742;4.39203e-08;11.3978;799.128;
17050;0.984761;66.9053;719.851;0.01554;4.33883e-08;11.3729;799.13;
17060;0.984792;66.898;719.885;0.0155059;4.28628e-08;11.3481;799.131;
17070;0.984823;66.8907;719.918;0.0154718;4.23437e-08;11.3233;799.132;
17080;0.984854;66.8835;719.952;0.0154379;4.18308e-08;11.2986;799.134;
17090;0.984885;66.8763;719.985;0.015404;4.13242e-08;11.2739;799.135;
17100;0.984916;66.869;720.018;0.0153701;4.08237e-08;11.2493;799.137;
17110;0.984946;66.8619;720.051;0.0153364;4.03292e-08;11.2247;799.138;
17120;0.984977;66.8547;720.085;0.0153027;3.98408e-08;11.2002;799.14;
17130;0.985008;66.8475;720.118;0.0152691;3.93582e-08;11.1757;799.141;
17140;0.985038;66.8404;720.151;0.0152355;3.88815e-08;11.1513;799.143;
17150;0.985069;66.8332;720.184;0.015202;3.84106e-08;11.1269;799.144;
17160;0.985099;66.8261;720.217;0.0151687;3.79453e-08;11.1026;799.145;
17170;0.98513;66.819;720.249;0.0151353;3.74857e-08;11.0783;799.147;
17180;0.98516;66.812;720.282;0.0151021;3.70317e-08;11.0541;799.148;
17190;0.98519;66.8049;720.315;0.0150689;3.65832e-08;11.03;799.15;
17200;0.985221;66.7979;720.347;0.0150358;3.614e-08;11.0059;799.151;
17210;0.985251;66.7908;720.38;0.0150028;3.57023e-08;10.9818;799.153;
17220;0.985281;66.7838;720.412;0.0149698;3.52699e-08;10.9578;799.154;
17230;0.985311;66.7768;720.445;0.0149369;3.48427e-08;10.9339;799.155;
17240;0.985341;66.7698;720.477;0.0149041;3.44206e-08;10.91;799.157;
17250;0.985371;66.7629;720.509;0.0148714;3.40037e-08;10.8861;799.158;
17260;0.9854;66.7559;720.541;0.0148387;3.35918e-08;10.8623;799.16;
17270;0.98543;66.749;720.573;0.0148061;3.31849e-08;10.8386;799.161;
17280;0.98546;66.7421;720.605;0.0147736;3.2783e-08;10.8149;799.163;
17290;0.985489;66.7352;720.637;0.0147411;3.23859e-08;10.7913;799.164;
17300;0.985519;66.7283;720.669;0.0147087;3.19936e-08;10.7677;799.165;
17310;0.985549;66.7214;720.701;0.0146764;3.1606e-08;10.7441;799.167;
17320;0.985578;66.7145;720.733;0.0146442;3.12232e-08;10.7206;799.168;
17330;0.985607;66.7077;720.764;0.014612;3.0845e-08;10.6972;799.169;
17340;0.985637;66.7009;720.796;0.0145799;3.04714e-08;10.6738;799.171;
17350;0.985666;66.6941;720.827;0.0145478;3.01023e-08;10.6505;799.172;
17360;0.985695;66.6873;720.859;0.0145159;2.97376e-08;10.6272;799.174;
17370;0.985724;66.6805;720.89;0.014484;2.93774e-08;10.604;799.175;
17380;0.985753;66.6737;720.922;0.0144521;2.90215e-08;10.5808;799.176;
17390;0.985782;66.667;720.953;0.0144204;2.867e-08;10.5577;799.178;
17400;0.985811;66.6603;720.984;0.0143887;2.83227e-08;10.5346;799.179;
17410;0.98584;66.6535;721.015;0.0143571;2.79796e-08;10.5115;799.18;
17420;0.985869;66.6468;721.046;0.0143255;2.76407e-08;10.4886;799.182;
17430;0.985897;66.6402;721.077;0.0142941;2.73058e-08;10.4656;799.183;
17440;0.985926;66.6335;721.108;0.0142626;2.69751e-08;10.4427;799.185;
17450;0.985955;66.6268;721.139;0.0142313;2.66483e-08;10.4199;799.186;
17460;0.985983;66.6202;721.17;0.0142;2.63255e-08;10.3971;799.187;
17470;0.986012;66.6136;721.2;0.0141688;2.60066e-08;10.3744;799.189;
17480;0.98604;66.607;721.231;0.0141377;2.56916e-08;10.3517;799.19;
17490;0.986069;66.6004;721.262;0.0141066;2.53803e-08;10.3291;799.191;
17500;0.986097;66.5938;721.292;0.0140756;2.50729e-08;10.3065;799.193;
17510;0.986125;66.5872;721.323;0.0140447;2.47691e-08;10.2839;799.194;
17520;0.986153;66.5807;721.353;0.0140138;2.44691e-08;10.2614;799.195;
17530;0.986181;66.5742;721.383;0.013983;2.41727e-08;10.239;799.197;
17540;0.986209;66.5676;721.413;0.0139523;2.38798e-08;10.2166;799.198;
17550;0.986237;66.5611;721.444;0.0139216;2.35905e-08;10.1943;799.199;
17560;0.986265;66.5546;721.474;0.013891;2.33048e-08;10.172;799.201;
17570;0.986293;66.5482;721.504;0.0138605;2.30224e-08;10.1497;799.202;
17580;0.986321;66.5417;721.534;0.01383;2.27435e-08;10.1275;799.203;
17590;0.986349;66.5353;721.564;0.0137996;2.2468e-08;10.1054;799.204;
17600;0.986377;66.5288;721.594;0.0137693;2.21958e-08;10.0833;799.206;
17610;0.986404;66.5224;721.623;0.013739;2.19269e-08;10.0612;799.207;
17620;0.986432;66.516;721.653;0.0137088;2.16613e-08;10.0392;799.208;
17630;0.986459;66.5096;721.683;0.0136787;2.13989e-08;10.0172;799.21;
17640;0.986487;66.5033;721.712;0.0136486;2.11396e-08;9.99532;799.211;
17650;0.986514;66.4969;721.742;0.0136186;2.08835e-08;9.97345;799.212;
17660;0.986541;66.4906;721.771;0.0135887;2.06305e-08;9.95164;799.214;
17670;0.986569;66.4842;721.801;0.0135588;2.03806e-08;9.92986;799.215;
17680;0.986596;66.4779;721.83;0.013529;2.01337e-08;9.90814;799.216;
17690;0.986623;66.4716;721.859;0.0134993;1.98898e-08;9.88646;799.217;
17700;0.98665;66.4653;721.888;0.0134696;1.96488e-08;9.86483;799.219;
17710;0.986677;66.4591;721.918;0.01344;1.94108e-08;9.84325;799.22;
17720;0.986704;66.4528;721.947;0.0134105;1.91756e-08;9.82171;799.221;
17730;0.986731;66.4466;721.976;0.013381;1.89433e-08;9.80022;799.223;
17740;0.986758;66.4403;722.005;0.0133516;1.87138e-08;9.77878;799.224;
17750;0.986785;66.4341;722.033;0.0133222;1.84871e-08;9.75738;799.225;
17760;0.986812;66.4279;722.062;0.0132929;1.82631e-08;9.73603;799.226;
17770;0.986838;66.4217;722.091;0.0132637;1.80418e-08;9.71472;799.228;
17780;0.986865;66.4156;722.12;0.0132345;1.78232e-08;9.69346;799.229;
17790;0.986891;66.4094;722.148;0.0132054;1.76073e-08;9.67225;799.23;
17800;0.986918;66.4033;722.177;0.0131764;1.7394e-08;9.65109;799.231;
17810;0.986944;66.3971;722.205;0.0131474;1.71832e-08;9.62996;799.233;
17820;0.986971;66.391;722.234;0.0131185;1.69751e-08;9.60889;799.234;
17830;0.986997;66.3849;722.262;0.0130897;1.67694e-08;9.58786;799.235;
17840;0.987023;66.3788;722.291;0.0130609;1.65662e-08;9.56688;799.236;
17850;0.98705;66.3728;722.319;0.0130322;1.63655e-08;9.54594;799.238;
17860;0.987076;66.3667;722.347;0.0130036;1.61672e-08;9.52505;799.239;
17870;0.987102;66.3607;722.375;0.012975;1.59714e-08;9.5042;799.24;
17880;0.987128;66.3546;722.403;0.0129464;1.57778e-08;9.48339;799.241;
17890;0.987154;66.3486;722.431;0.012918;1.55867e-08;9.46264;799.242;
17900;0.98718;66.3426;722.459;0.0128896;1.53978e-08;9.44192;799.244;
17910;0.987206;66.3366;722.487;0.0128612;1.52113e-08;9.42126;799.245;
17920;0.987232;66.3306;722.515;0.0128329;1.5027e-08;9.40063;799.246;
17930;0.987257;66.3247;722.543;0.0128047;1.48449e-08;9.38006;799.247;
17940;0.987283;66.3187;722.57;0.0127766;1.4665e-08;9.35952;799.249;
17950;0.987309;66.3128;722.598;0.0127485;1.44874e-08;9.33903;799.25;
17960;0.987334;66.3069;722.625;0.0127204;1.43118e-08;9.31859;799.251;
17970;0.98736;66.301;722.653;0.0126925;1.41384e-08;9.29819;799.252;
17980;0.987386;66.2951;722.68;0.0126646;1.39671e-08;9.27783;799.253;
17990;0.987411;66.2892;722.708;0.0126367;1.37979e-08;9.25752;799.255;
18000;0.987436;66.2833;722.735;0.0126089;1.36307e-08;9.23725;799.256;
18010;0.987462;66.2775;722.762;0.0125812;1.34655e-08;9.21703;799.257;
18020;0.987487;66.2716;722.79;0.0125535;1.33024e-08;9.19685;799.258;
18030;0.987512;66.2658;722.817;0.0125259;1.31412e-08;9.17671;799.259;
18040;0.987537;66.26;722.844;0.0124984;1.2982e-08;9.15662;799.261;
18050;0.987562;66.2542;722.871;0.0124709;1.28247e-08;9.13657;799.262;
18060;0.987588;66.2484;722.898;0.0124435;1.26693e-08;9.11657;799.263;
18070;0.987613;66.2426;722.925;0.0124161;1.25158e-08;9.0966;799.264;
18080;0.987637;66.2369;722.952;0.0123888;1.23641e-08;9.07668;799.265;
18090;0.987662;66.2311;722.979;0.0123616;1.22143e-08;9.05681;799.266;
18100;0.987687;66.2254;723.005;0.0123344;1.20663e-08;9.03698;799.268;
18110;0.987712;66.2196;723.032;0.0123073;1.19201e-08;9.01719;799.269;
18120;0.987737;66.2139;723.059;0.0122802;1.17757e-08;8.99744;799.27;
18130;0.987761;66.2082;723.085;0.0122532;1.1633e-08;8.97774;799.271;
18140;0.987786;66.2026;723.112;0.0122262;1.1492e-08;8.95808;799.272;
18150;0.987811;66.1969;723.138;0.0121993;1.13528e-08;8.93846;799.273;
18160;0.987835;66.1912;723.164;0.0121725;1.12152e-08;8.91888;799.275;
18170;0.98786;66.1856;723.191;0.0121457;1.10793e-08;8.89935;799.276;
18180;0.987884;66.1799;723.217;0.012119;1.09451e-08;8.87986;799.277;
18190;0.987908;66.1743;723.243;0.0120924;1.08125e-08;8.86041;799.278;
18200;0.987933;66.1687;723.269;0.0120658;1.06814e-08;8.841;799.279;
18210;0.987957;66.1631;723.296;0.0120392;1.0552e-08;8.82164;799.28;
18220;0.987981;66.1575;723.322;0.0120128;1.04241e-08;8.80232;799.281;
18230;0.988005;66.152;723.348;0.0119863;1.02978e-08;8.78303;799.283;
18240;0.988029;66.1464;723.374;0.01196;1.0173e-08;8.7638;799.284;
18250;0.988053;66.1409;723.399;0.0119337;1.00498e-08;8.7446;799.285;
18260;0.988077;66.1353;723.425;0.0119074;9.92799e-09;8.72544;799.286;
18270;0.988101;66.1298;723.451;0.0118812;9.80769e-09;8.70633;799.287;
18280;0.988125;66.1243;723.477;0.0118551;9.68884e-09;8.68726;799.288;
18290;0.988149;66.1188;723.502;0.011829;9.57143e-09;8.66823;799.289;
18300;0.988173;66.1133;723.528;0.011803;9.45545e-09;8.64924;799.291;
18310;0.988197;66.1079;723.554;0.011777;9.34087e-09;8.63029;799.292;
18320;0.98822;66.1024;723.579;0.0117511;9.22768e-09;8.61138;799.293;
18330;0.988244;66.097;723.604;0.0117253;9.11586e-09;8.59252;799.294;
18340;0.988268;66.0915;723.63;0.0116995;9.00539e-09;8.57369;799.295;
18350;0.988291;66.0861;723.655;0.0116737;8.89627e-09;8.55491;799.296;
18360;0.988315;66.0807;723.68;0.0116481;8.78846e-09;8.53616;799.297;
18370;0.988338;66.0753;723.706;0.0116224;8.68196e-09;8.51746;799.298;
18380;0.988361;66.0699;723.731;0.0115969;8.57675e-09;8.4988;799.299;
18390;0.988385;66.0646;723.756;0.0115714;8.47282e-09;8.48018;799.301;
18400;0.988408;66.0592;723.781;0.0115459;8.37014e-09;8.4616;799.302;
18410;0.988431;66.0539;723.806;0.0115205;8.26871e-09;8.44306;799.303;
18420;0.988454;66.0485;723.831;0.0114952;8.16851e-09;8.42456;799.304;
18430;0.988477;66.0432;723.856;0.0114699;8.06952e-09;8.4061;799.305;
18440;0.988501;66.0379;723.88;0.0114446;7.97173e-09;8.38768;799.306;
18450;0.988524;66.0326;723.905;0.0114195;7.87513e-09;8.3693;799.307;
18460;0.988547;66.0273;723.93;0.0113943;7.77969e-09;8.35096;799.308;
18470;0.988569;66.0221;723.955;0.0113693;7.68542e-09;8.33266;799.309;
18480;0.988592;66.0168;723.979;0.0113443;7.59228e-09;8.31439;799.31;
18490;0.988615;66.0115;724.004;0.0113193;7.50027e-09;8.29617;799.311;
18500;0.988638;66.0063;724.028;0.0112944;7.40938e-09;8.27799;799.312;
18510;0.988661;66.0011;724.053;0.0112695;7.31959e-09;8.25985;799.314;
18520;0.988683;65.9959;724.077;0.0112447;7.23089e-09;8.24175;799.315;
18530;0.988706;65.9907;724.101;0.01122;7.14326e-09;8.22368;799.316;
18540;0.988729;65.9855;724.126;0.0111953;7.05669e-09;8.20566;799.317;
18550;0.988751;65.9803;724.15;0.0111707;6.97117e-09;8.18768;799.318;
18560;0.988774;65.9751;724.174;0.0111461;6.88669e-09;8.16973;799.319;
18570;0.988796;65.97;724.198;0.0111216;6.80323e-09;8.15182;799.32;
18580;0.988818;65.9648;724.222;0.0110971;6.72078e-09;8.13396;799.321;
18590;0.988841;65.9597;724.246;0.0110727;6.63933e-09;8.11613;799.322;
18600;0.988863;65.9546;724.27;0.0110483;6.55887e-09;8.09834;799.323;
18610;0.988885;65.9495;724.294;0.011024;6.47938e-09;8.08059;799.324;
18620;0.988907;65.9444;724.318;0.0109998;6.40086e-09;8.06287;799.325;
18630;0.988929;65.9393;724.342;0.0109756;6.32329e-09;8.0452;799.326;
18640;0.988952;65.9342;724.366;0.0109514;6.24665e-09;8.02756;799.327;
18650;0.988974;65.9292;724.389;0.0109273;6.17095e-09;8.00996;799.328;
18660;0.988996;65.9241;724.413;0.0109033;6.09616e-09;7.99241;799.329;
18670;0.989018;65.9191;724.437;0.0108793;6.02228e-09;7.97488;799.33;
18680;0.989039;65.914;724.46;0.0108553;5.94929e-09;7.9574;799.331;
18690;0.989061;65.909;724.484;0.0108314;5.87719e-09;7.93996;799.332;
18700;0.989083;65.904;724.507;0.0108076;5.80596e-09;7.92255;799.333;
18710;0.989105;65.899;724.53;0.0107838;5.7356e-09;7.90518;799.334;
18720;0.989127;65.894;724.554;0.0107601;5.66609e-09;7.88785;799.335;
18730;0.989148;65.8891;724.577;0.0107364;5.59742e-09;7.87055;799.337;
18740;0.98917;65.8841;724.6;0.0107128;5.52958e-09;7.8533;799.338;
18750;0.989191;65.8792;724.623;0.0106892;5.46256e-09;7.83608;799.339;
18760;0.989213;65.8742;724.647;0.0106657;5.39636e-09;7.8189;799.34;
18770;0.989234;65.8693;724.67;0.0106422;5.33096e-09;7.80175;799.341;
18780;0.989256;65.8644;724.693;0.0106188;5.26635e-09;7.78465;799.342;
18790;0.989277;65.8595;724.716;0.0105954;5.20252e-09;7.76758;799.343;
18800;0.989299;65.8546;724.739;0.0105721;5.13947e-09;7.75054;799.344;
18810;0.98932;65.8497;724.761;0.0105488;5.07718e-09;7.73355;799.345;
18820;0.989341;65.8448;724.784;0.0105256;5.01564e-09;7.71659;799.346;
18830;0.989362;65.84;724.807;0.0105025;4.95485e-09;7.69967;799.347;
18840;0.989383;65.8351;724.83;0.0104793;4.8948e-09;7.68279;799.348;
18850;0.989404;65.8303;724.852;0.0104563;4.83547e-09;7.66594;799.349;
18860;0.989426;65.8255;724.875;0.0104333;4.77687e-09;7.64913;799.35;
18870;0.989447;65.8207;724.898;0.0104103;4.71897e-09;7.63235;799.351;
18880;0.989467;65.8159;724.92;0.0103874;4.66178e-09;7.61561;799.352;
18890;0.989488;65.8111;724.943;0.0103645;4.60528e-09;7.59891;799.353;
18900;0.989509;65.8063;724.965;0.0103417;4.54946e-09;7.58225;799.354;
18910;0.98953;65.8015;724.988;0.010319;4.49432e-09;7.56562;799.355;
18920;0.989551;65.7968;725.01;0.0102962;4.43985e-09;7.54902;799.355;
18930;0.989572;65.792;725.032;0.0102736;4.38603e-09;7.53247;799.356;
18940;0.989592;65.7873;725.054;0.010251;4.33287e-09;7.51595;799.357;
18950;0.989613;65.7825;725.077;0.0102284;4.28036e-09;7.49946;799.358;
18960;0.989634;65.7778;725.099;0.0102059;4.22848e-09;7.48301;799.359;
18970;0.989654;65.7731;725.121;0.0101834;4.17723e-09;7.4666;799.36;
18980;0.989675;65.7684;725.143;0.010161;4.1266e-09;7.45022;799.361;
18990;0.989695;65.7637;725.165;0.0101386;4.07658e-09;7.43388;799.362;
19000;0.989716;65.7591;725.187;0.0101163;4.02717e-09;7.41757;799.363;
19010;0.989736;65.7544;725.209;0.0100941;3.97836e-09;7.4013;799.364;
19020;0.989756;65.7497;725.231;0.0100718;3.93014e-09;7.38507;799.365;
19030;0.989777;65.7451;725.252;0.0100497;3.8825e-09;7.36887;799.366;
19040;0.989797;65.7405;725.274;0.0100275;3.83544e-09;7.3527;799.367;
19050;0.989817;65.7358;725.296;0.0100055;3.78896e-09;7.33657;799.368;
19060;0.989837;65.7312;725.317;0.00998345;3.74303e-09;7.32048;799.369;
19070;0.989857;65.7266;725.339;0.00996147;3.69766e-09;7.30442;799.37;
19080;0.989877;65.722;725.361;0.00993955;3.65284e-09;7.28839;799.371;
19090;0.989897;65.7174;725.382;0.00991766;3.60857e-09;7.2724;799.372;
19100;0.989917;65.7129;725.404;0.00989583;3.56483e-09;7.25645;799.373;
19110;0.989937;65.7083;725.425;0.00987405;3.52162e-09;7.24053;799.374;
19120;0.989957;65.7038;725.446;0.00985231;3.47893e-09;7.22464;799.375;
19130;0.989977;65.6992;725.468;0.00983062;3.43677e-09;7.20879;799.376;
19140;0.989997;65.6947;725.489;0.00980898;3.39511e-09;7.19298;799.377;
19150;0.990017;65.6902;725.51;0.00978739;3.35396e-09;7.1772;799.377;
19160;0.990036;65.6857;725.531;0.00976584;3.3133e-09;7.16145;799.378;
19170;0.990056;65.6812;725.553;0.00974434;3.27314e-09;7.14574;799.379;
19180;0.990076;65.6767;725.574;0.00972289;3.23347e-09;7.13006;799.38;
19190;0.990095;65.6722;725.595;0.00970148;3.19427e-09;7.11441;799.381;
19200;0.990115;65.6677;725.616;0.00968012;3.15555e-09;7.0988;799.382;
19210;0.990134;65.6633;725.637;0.00965881;3.1173e-09;7.08322;799.383;
19220;0.990154;65.6588;725.658;0.00963755;3.07952e-09;7.06768;799.384;
19230;0.990173;65.6544;725.678;0.00961633;3.04219e-09;7.05217;799.385;
19240;0.990192;65.65;725.699;0.00959516;3.00531e-09;7.0367;799.386;
19250;0.990212;65.6455;725.72;0.00957403;2.96889e-09;7.02126;799.387;
19260;0.990231;65.6411;725.741;0.00955295;2.9329e-09;7.00585;799.388;
19270;0.99025;65.6367;725.761;0.00953192;2.89735e-09;6.99047;799.388;
19280;0.99027;65.6324;725.782;0.00951093;2.86223e-09;6.97513;799.389;
19290;0.990289;65.628;725.803;0.00948999;2.82753e-09;6.95983;799.39;
19300;0.990308;65.6236;725.823;0.0094691;2.79326e-09;6.94455;799.391;
19310;0.990327;65.6193;725.844;0.00944825;2.7594e-09;6.92931;799.392;
19320;0.990346;65.6149;725.864;0.00942744;2.72595e-09;6.9141;799.393;
19330;0.990365;65.6106;725.885;0.00940669;2.69291e-09;6.89893;799.394;
19340;0.990384;65.6062;725.905;0.00938597;2.66026e-09;6.88379;799.395;
19350;0.990403;65.6019;725.925;0.00936531;2.62802e-09;6.86868;799.396;
19360;0.990422;65.5976;725.946;0.00934469;2.59616e-09;6.8536;799.397;
19370;0.990441;65.5933;725.966;0.00932411;2.56469e-09;6.83856;799.397;
19380;0.990459;65.589;725.986;0.00930358;2.5336e-09;6.82355;799.398;
19390;0.990478;65.5847;726.006;0.00928309;2.50289e-09;6.80857;799.399;
19400;0.990497;65.5805;726.026;0.00926265;2.47255e-09;6.79363;799.4;
19410;0.990516;65.5762;726.046;0.00924226;2.44258e-09;6.77872;799.401;
19420;0.990534;65.572;726.066;0.00922191;2.41297e-09;6.76384;799.402;
19430;0.990553;65.5677;726.086;0.0092016;2.38372e-09;6.74899;799.403;
19440;0.990571;65.5635;726.106;0.00918134;2.35482e-09;6.73418;799.404;
19450;0.99059;65.5593;726.126;0.00916112;2.32628e-09;6.71939;799.404;
19460;0.990608;65.555;726.146;0.00914095;2.29808e-09;6.70464;799.405;
19470;0.990627;65.5508;726.166;0.00912082;2.27022e-09;6.68993;799.406;
19480;0.990645;65.5467;726.185;0.00910073;2.2427e-09;6.67524;799.407;
19490;0.990663;65.5425;726.205;0.00908069;2.21551e-09;6.66059;799.408;
19500;0.990682;65.5383;726.225;0.00906069;2.18866e-09;6.64597;799.409;
19510;0.9907;65.5341;726.244;0.00904074;2.16212e-09;6.63138;799.41;
19520;0.990718;65.53;726.264;0.00902083;2.13591e-09;6.61682;799.41;
19530;0.990736;65.5258;726.284;0.00900097;2.11002e-09;6.60229;799.411;
19540;0.990755;65.5217;726.303;0.00898114;2.08444e-09;6.5878;799.412;
19550;0.990773;65.5176;726.322;0.00896137;2.05917e-09;6.57333;799.413;
19560;0.990791;65.5134;726.342;0.00894163;2.03421e-09;6.5589;799.414;
19570;0.990809;65.5093;726.361;0.00892194;2.00955e-09;6.5445;799.415;
19580;0.990827;65.5052;726.381;0.00890229;1.98519e-09;6.53013;799.416;
19590;0.990845;65.5011;726.4;0.00888269;1.96113e-09;6.5158;799.416;
19600;0.990863;65.4971;726.419;0.00886312;1.93735e-09;6.50149;799.417;
19610;0.990881;65.493;726.438;0.0088436;1.91387e-09;6.48721;799.418;
19620;0.990898;65.4889;726.457;0.00882413;1.89066e-09;6.47297;799.419;
19630;0.990916;65.4849;726.476;0.00880469;1.86774e-09;6.45876;799.42;
19640;0.990934;65.4808;726.496;0.0087853;1.8451e-09;6.44458;799.421;
19650;0.990952;65.4768;726.515;0.00876595;1.82273e-09;6.43043;799.421;
19660;0.990969;65.4728;726.534;0.00874665;1.80064e-09;6.41631;799.422;
19670;0.990987;65.4687;726.552;0.00872738;1.77881e-09;6.40222;799.423;
19680;0.991005;65.4647;726.571;0.00870816;1.75724e-09;6.38816;799.424;
19690;0.991022;65.4607;726.59;0.00868898;1.73594e-09;6.37413;799.425;
19700;0.99104;65.4567;726.609;0.00866984;1.7149e-09;6.36013;799.426;
19710;0.991057;65.4528;726.628;0.00865075;1.69411e-09;6.34617;799.426;
19720;0.991075;65.4488;726.647;0.0086317;1.67357e-09;6.33223;799.427;
19730;0.991092;65.4448;726.665;0.00861268;1.65328e-09;6.31832;799.428;
19740;0.991109;65.4409;726.684;0.00859371;1.63324e-09;6.30445;799.429;
19750;0.991127;65.4369;726.703;0.00857479;1.61344e-09;6.2906;799.43;
19760;0.991144;65.433;726.721;0.0085559;1.59388e-09;6.27679;799.431;
19770;0.991161;65.4291;726.74;0.00853705;1.57455e-09;6.263;799.431;
19780;0.991179;65.4251;726.758;0.00851825;1.55547e-09;6.24925;799.432;
19790;0.991196;65.4212;726.777;0.00849949;1.53661e-09;6.23552;799.433;
19800;0.991213;65.4173;726.795;0.00848077;1.51798e-09;6.22183;799.434;
19810;0.99123;65.4134;726.813;0.00846209;1.49958e-09;6.20816;799.435;
19820;0.991247;65.4096;726.832;0.00844345;1.4814e-09;6.19453;799.435;
19830;0.991264;65.4057;726.85;0.00842485;1.46344e-09;6.18092;799.436;
19840;0.991281;65.4018;726.868;0.00840629;1.4457e-09;6.16735;799.437;
19850;0.991298;65.398;726.886;0.00838777;1.42817e-09;6.1538;799.438;
19860;0.991315;65.3941;726.905;0.0083693;1.41085e-09;6.14029;799.439;
19870;0.991332;65.3903;726.923;0.00835086;1.39375e-09;6.1268;799.439;
19880;0.991349;65.3864;726.941;0.00833247;1.37685e-09;6.11334;799.44;
19890;0.991366;65.3826;726.959;0.00831411;1.36016e-09;6.09991;799.441;
19900;0.991382;65.3788;726.977;0.0082958;1.34367e-09;6.08651;799.442;
19910;0.991399;65.375;726.995;0.00827752;1.32738e-09;6.07315;799.443;
19920;0.991416;65.3712;727.013;0.00825929;1.31129e-09;6.0598;799.443;
19930;0.991432;65.3674;727.031;0.00824109;1.29539e-09;6.04649;799.444;
19940;0.991449;65.3636;727.048;0.00822294;1.27969e-09;6.03321;799.445;
19950;0.991466;65.3599;727.066;0.00820483;1.26417e-09;6.01996;799.446;
19960;0.991482;65.3561;727.084;0.00818675;1.24884e-09;6.00673;799.446;
19970;0.991499;65.3523;727.102;0.00816872;1.2337e-09;5.99354;799.447;
19980;0.991515;65.3486;727.119;0.00815072;1.21875e-09;5.98037;799.448;
19990;0.991532;65.3449;727.137;0.00813277;1.20397e-09;5.96723;799.449;
20000;0.991548;65.3411;727.155;0.00811485;1.18937e-09;5.95412;799.45;
20010;0.991564;65.3374;727.172;0.00809697;1.17495e-09;5.94104;799.45;
20020;0.991581;65.3337;727.19;0.00807913;1.16071e-09;5.92799;799.451;
20030;0.991597;65.33;727.207;0.00806134;1.14664e-09;5.91497;799.452;
20040;0.991613;65.3263;727.225;0.00804358;1.13273e-09;5.90197;799.453;
20050;0.99163;65.3226;727.242;0.00802586;1.119e-09;5.88901;799.453;
20060;0.991646;65.3189;727.26;0.00800817;1.10543e-09;5.87607;799.454;
20070;0.991662;65.3153;727.277;0.00799053;1.09203e-09;5.86316;799.455;
20080;0.991678;65.3116;727.294;0.00797293;1.07879e-09;5.85028;799.456;
20090;0.991694;65.3079;727.311;0.00795536;1.06571e-09;5.83742;799.456;
20100;0.99171;65.3043;727.329;0.00793783;1.05279e-09;5.8246;799.457;
20110;0.991726;65.3007;727.346;0.00792035;1.04003e-09;5.8118;799.458;
20120;0.991742;65.297;727.363;0.0079029;1.02742e-09;5.79903;799.459;
20130;0.991758;65.2934;727.38;0.00788548;1.01496e-09;5.78629;799.459;
20140;0.991774;65.2898;727.397;0.00786811;1.00266e-09;5.77357;799.46;
20150;0.99179;65.2862;727.414;0.00785078;9.90499e-10;5.76089;799.461;
20160;0.991806;65.2826;727.431;0.00783348;9.7849e-10;5.74823;799.462;
20170;0.991822;65.279;727.448;0.00781622;9.66626e-10;5.7356;799.462;
20180;0.991837;65.2754;727.465;0.007799;9.54906e-10;5.72299;799.463;
20190;0.991853;65.2719;727.482;0.00778182;9.43329e-10;5.71042;799.464;
20200;0.991869;65.2683;727.499;0.00776467;9.31891e-10;5.69787;799.465;
20210;0.991885;65.2647;727.516;0.00774756;9.20593e-10;5.68535;799.465;
20220;0.9919;65.2612;727.532;0.00773049;9.09431e-10;5.67286;799.466;
20230;0.991916;65.2576;727.549;0.00771346;8.98405e-10;5.66039;799.467;
20240;0.991931;65.2541;727.566;0.00769646;8.87512e-10;5.64795;799.468;
20250;0.991947;65.2506;727.583;0.0076795;8.76751e-10;5.63554;799.468;
20260;0.991962;65.2471;727.599;0.00766258;8.66121e-10;5.62315;799.469;
20270;0.991978;65.2436;727.616;0.0076457;8.55619e-10;5.6108;799.47;
20280;0.991993;65.2401;727.632;0.00762885;8.45245e-10;5.59847;799.471;
20290;0.992009;65.2366;727.649;0.00761204;8.34997e-10;5.58616;799.471;
20300;0.992024;65.2331;727.665;0.00759527;8.24873e-10;5.57388;799.472;
20310;0.992039;65.2296;727.682;0.00757853;8.14871e-10;5.56163;799.473;
20320;0.992055;65.2261;727.698;0.00756184;8.04991e-10;5.54941;799.473;
20330;0.99207;65.2227;727.715;0.00754517;7.95231e-10;5.53721;799.474;
20340;0.992085;65.2192;727.731;0.00752855;7.85589e-10;5.52504;799.475;
