time;Sp;Ipg1;Ipg2;Sc;Icg1;Icg2;N;
14230;0.941847;1.47081e-27;849.687;0.0527222;6.64997e-34;47.5527;898.235;
14240;0.941959;1.40525e-27;849.791;0.0526101;6.28658e-34;47.4517;898.237;
14250;0.942071;1.34262e-27;849.894;0.0524981;5.94305e-34;47.3508;898.24;
14260;0.942183;1.28278e-27;849.998;0.0523864;5.61829e-34;47.2502;898.242;
14270;0.942294;1.2256e-27;850.101;0.0522749;5.31128e-34;47.1498;898.245;
14280;0.942406;1.17098e-27;850.204;0.0521636;5.02104e-34;47.0496;898.248;
14290;0.942517;1.11879e-27;850.306;0.0520526;4.74666e-34;46.9495;898.25;
14300;0.942627;1.06893e-27;850.409;0.0519418;4.48728e-34;46.8497;898.253;
14310;0.942738;1.02129e-27;850.511;0.0518312;4.24207e-34;46.7501;898.255;
14320;0.942848;9.75779e-28;850.613;0.0517208;4.01025e-34;46.6507;898.258;
14330;0.942959;9.32294e-28;850.715;0.0516107;3.79111e-34;46.5515;898.261;
14340;0.943068;8.90748e-28;850.816;0.0515008;3.58394e-34;46.4525;898.263;
14350;0.943178;8.51054e-28;850.917;0.0513911;3.38809e-34;46.3537;898.266;
14360;0.943288;8.1313e-28;851.019;0.0512816;3.20295e-34;46.2551;898.268;
14370;0.943397;7.76897e-28;851.12;0.0511724;3.02792e-34;46.1567;898.271;
14380;0.943506;7.42278e-28;851.22;0.0510634;2.86245e-34;46.0585;898.273;
14390;0.943615;7.09204e-28;851.321;0.0509546;2.70603e-34;45.9605;898.276;
14400;0.943723;6.77603e-28;851.421;0.050846;2.55815e-34;45.8627;898.279;
14410;0.943832;6.47411e-28;851.521;0.0507377;2.41836e-34;45.7651;898.281;
14420;0.94394;6.18565e-28;851.621;0.0506295;2.2862e-34;45.6677;898.284;
14430;0.944048;5.91005e-28;851.721;0.0505216;2.16127e-34;45.5705;898.286;
14440;0.944155;5.64673e-28;851.821;0.050414;2.04316e-34;45.4735;898.289;
14450;0.944263;5.39515e-28;851.92;0.0503065;1.93151e-34;45.3766;898.291;
14460;0.94437;5.15479e-28;852.019;0.0501992;1.82596e-34;45.28;898.294;
14470;0.944477;4.92514e-28;852.118;0.0500922;1.72617e-34;45.1836;898.296;
14480;0.944584;4.70572e-28;852.217;0.0499854;1.63184e-34;45.0874;898.299;
14490;0.944691;4.49608e-28;852.315;0.0498788;1.54267e-34;44.9914;898.301;
14500;0.944797;4.29579e-28;852.414;0.0497724;1.45836e-34;44.8955;898.304;
14510;0.944903;4.10442e-28;852.512;0.0496663;1.37867e-34;44.7999;898.306;
14520;0.945009;3.92158e-28;852.61;0.0495603;1.30333e-34;44.7045;898.309;
14530;0.945115;3.74689e-28;852.707;0.0494546;1.2321e-34;44.6092;898.311;
14540;0.94522;3.57998e-28;852.805;0.0493491;1.16477e-34;44.5142;898.314;
14550;0.945326;3.42052e-28;852.902;0.0492438;1.10112e-34;44.4193;898.316;
14560;0.945431;3.26816e-28;852.999;0.0491387;1.04094e-34;44.3247;898.319;
14570;0.945536;3.12258e-28;853.096;0.0490339;9.84058e-35;44.2302;898.321;
14580;0.94564;2.9835e-28;853.193;0.0489292;9.30281e-35;44.1359;898.323;
14590;0.945745;2.85061e-28;853.289;0.0488248;8.79443e-35;44.0418;898.326;
14600;0.945849;2.72365e-28;853.386;0.0487206;8.31382e-35;43.948;898.328;
14610;0.945953;2.60234e-28;853.482;0.0486166;7.85948e-35;43.8543;898.331;
14620;0.946057;2.48644e-28;853.578;0.0485128;7.42997e-35;43.7608;898.333;
14630;0.94616;2.3757e-28;853.674;0.0484092;7.02394e-35;43.6674;898.336;
14640;0.946264;2.26989e-28;853.769;0.0483058;6.64009e-35;43.5743;898.338;
14650;0.946367;2.1688e-28;853.865;0.0482027;6.27721e-35;43.4814;898.34;
14660;0.94647;2.07222e-28;853.96;0.0480997;5.93417e-35;43.3886;898.343;
14670;0.946573;1.97993e-28;854.055;0.047997;5.60987e-35;43.2961;898.345;
14680;0.946675;1.89176e-28;854.149;0.0478945;5.3033e-35;43.2037;898.348;
14690;0.946778;1.80752e-28;854.244;0.0477922;5.01347e-35;43.1115;898.35;
14700;0.94688;1.72703e-28;854.338;0.0476901;4.73949e-35;43.0195;898.352;
14710;0.946982;1.65012e-28;854.433;0.0475882;4.48048e-35;42.9278;898.355;
14720;0.947083;1.57664e-28;854.527;0.0474865;4.23562e-35;42.8361;898.357;
14730;0.947185;1.50644e-28;854.62;0.047385;4.00415e-35;42.7447;898.36;
14740;0.947286;1.43936e-28;854.714;0.0472838;3.78532e-35;42.6535;898.362;
14750;0.947387;1.37527e-28;854.807;0.0471827;3.57846e-35;42.5624;898.364;
14760;0.947488;1.31404e-28;854.901;0.0470819;3.38289e-35;42.4716;898.367;
14770;0.947589;1.25553e-28;854.994;0.0469812;3.19802e-35;42.3809;898.369;
14780;0.947689;1.19963e-28;855.086;0.0468808;3.02325e-35;42.2904;898.371;
14790;0.947789;1.14622e-28;855.179;0.0467806;2.85802e-35;42.2001;898.374;
14800;0.947889;1.09518e-28;855.272;0.0466805;2.70183e-35;42.11;898.376;
14810;0.947989;1.04642e-28;855.364;0.0465807;2.55418e-35;42.02;898.378;
14820;0.948089;9.99837e-29;855.456;0.0464811;2.41459e-35;41.9303;898.381;
14830;0.948188;9.55324e-29;855.548;0.0463817;2.28263e-35;41.8407;898.383;
14840;0.948287;9.12794e-29;855.64;0.0462825;2.15788e-35;41.7513;898.385;
14850;0.948387;8.72158e-29;855.731;0.0461835;2.03995e-35;41.6621;898.388;
14860;0.948485;8.33332e-29;855.822;0.0460847;1.92847e-35;41.5731;898.39;
14870;0.948584;7.96235e-29;855.913;0.0459861;1.82308e-35;41.4843;898.392;
14880;0.948682;7.6079e-29;856.004;0.0458877;1.72344e-35;41.3956;898.395;
14890;0.948781;7.26924e-29;856.095;0.0457895;1.62926e-35;41.3072;898.397;
14900;0.948879;6.94566e-29;856.186;0.0456916;1.54022e-35;41.2189;898.399;
14910;0.948976;6.63648e-29;856.276;0.0455938;1.45604e-35;41.1308;898.402;
14920;0.949074;6.34108e-29;856.366;0.0454962;1.37647e-35;41.0428;898.404;
14930;0.949171;6.05883e-29;856.456;0.0453988;1.30124e-35;40.9551;898.406;
14940;0.949268;5.78914e-29;856.546;0.0453016;1.23013e-35;40.8675;898.408;
14950;0.949365;5.53147e-29;856.636;0.0452047;1.1629e-35;40.7802;898.411;
14960;0.949462;5.28527e-29;856.725;0.0451079;1.09934e-35;40.693;898.413;
14970;0.949559;5.05003e-29;856.815;0.0450113;1.03926e-35;40.6059;898.415;
14980;0.949655;4.82527e-29;856.904;0.0449149;9.82464e-36;40.5191;898.417;
14990;0.949751;4.61051e-29;856.993;0.0448188;9.28771e-36;40.4324;898.42;
15000;0.949847;4.40532e-29;857.081;0.0447228;8.78012e-36;40.3459;898.422;
15010;0.949943;4.20926e-29;857.17;0.044627;8.30027e-36;40.2596;898.424;
15020;0.950039;4.02193e-29;857.258;0.0445314;7.84664e-36;40.1735;898.426;
15030;0.950134;3.84294e-29;857.347;0.044436;7.4178e-36;40.0875;898.429;
15040;0.950229;3.67192e-29;857.435;0.0443408;7.0124e-36;40.0017;898.431;
15050;0.950324;3.50851e-29;857.522;0.0442458;6.62916e-36;39.9161;898.433;
15060;0.950419;3.35238e-29;857.61;0.044151;6.26686e-36;39.8307;898.435;
15070;0.950514;3.2032e-29;857.697;0.0440564;5.92436e-36;39.7455;898.437;
15080;0.950608;3.06066e-29;857.785;0.043962;5.60058e-36;39.6604;898.44;
15090;0.950703;2.92446e-29;857.872;0.0438678;5.29449e-36;39.5755;898.442;
15100;0.950797;2.79433e-29;857.959;0.0437738;5.00513e-36;39.4908;898.444;
15110;0.95089;2.66999e-29;858.045;0.0436799;4.73159e-36;39.4062;898.446;
15120;0.950984;2.55119e-29;858.132;0.0435863;4.47299e-36;39.3218;898.448;
15130;0.951078;2.43767e-29;858.218;0.0434929;4.22853e-36;39.2376;898.451;
15140;0.951171;2.32921e-29;858.305;0.0433996;3.99743e-36;39.1536;898.453;
15150;0.951264;2.22557e-29;858.391;0.0433066;3.77895e-36;39.0698;898.455;
15160;0.951357;2.12655e-29;858.477;0.0432137;3.57242e-36;38.9861;898.457;
15170;0.951449;2.03194e-29;858.562;0.0431211;3.37718e-36;38.9026;898.459;
15180;0.951542;1.94153e-29;858.648;0.0430286;3.1926e-36;38.8192;898.461;
15190;0.951634;1.85515e-29;858.733;0.0429363;3.01812e-36;38.7361;898.464;
15200;0.951726;1.77262e-29;858.818;0.0428442;2.85316e-36;38.6531;898.466;
15210;0.951818;1.69376e-29;858.903;0.0427523;2.69723e-36;38.5703;898.468;
15220;0.95191;1.6184e-29;858.988;0.0426606;2.54982e-36;38.4876;898.47;
15230;0.952001;1.5464e-29;859.073;0.0425691;2.41046e-36;38.4051;898.472;
15240;0.952093;1.47761e-29;859.157;0.0424777;2.27872e-36;38.3228;898.474;
15250;0.952184;1.41188e-29;859.241;0.0423866;2.15418e-36;38.2407;898.476;
15260;0.952275;1.34907e-29;859.325;0.0422956;2.03644e-36;38.1587;898.479;
15270;0.952366;1.28906e-29;859.409;0.0422049;1.92514e-36;38.0769;898.481;
15280;0.952456;1.23172e-29;859.493;0.0421143;1.81992e-36;37.9953;898.483;
15290;0.952547;1.17692e-29;859.577;0.0420239;1.72046e-36;37.9138;898.485;
15300;0.952637;1.12457e-29;859.66;0.0419337;1.62643e-36;37.8325;898.487;
15310;0.952727;1.07455e-29;859.743;0.0418437;1.53754e-36;37.7514;898.489;
15320;0.952817;1.02675e-29;859.826;0.0417539;1.4535e-36;37.6704;898.491;
15330;0.952906;9.81084e-30;859.909;0.0416642;1.37406e-36;37.5896;898.493;
15340;0.952996;9.37446e-30;859.992;0.0415747;1.29896e-36;37.509;898.495;
15350;0.953085;8.9575e-30;860.074;0.0414855;1.22797e-36;37.4286;898.498;
15360;0.953174;8.55909e-30;860.157;0.0413964;1.16085e-36;37.3483;898.5;
15370;0.953263;8.17841e-30;860.239;0.0413075;1.09741e-36;37.2682;898.502;
15380;0.953352;7.81467e-30;860.321;0.0412188;1.03743e-36;37.1882;898.504;
15390;0.95344;7.46711e-30;860.403;0.0411302;9.80728e-37;37.1084;898.506;
15400;0.953529;7.13501e-30;860.485;0.0410419;9.27126e-37;37.0288;898.508;
15410;0.953617;6.81769e-30;860.566;0.0409537;8.76454e-37;36.9493;898.51;
15420;0.953705;6.51449e-30;860.647;0.0408657;8.28551e-37;36.87;898.512;
15430;0.953793;6.22477e-30;860.729;0.0407779;7.83266e-37;36.7909;898.514;
15440;0.95388;5.94795e-30;860.81;0.0406903;7.40456e-37;36.7119;898.516;
15450;0.953968;5.68344e-30;860.89;0.0406029;6.99986e-37;36.6331;898.518;
15460;0.954055;5.4307e-30;860.971;0.0405156;6.61728e-37;36.5545;898.52;
15470;0.954142;5.1892e-30;861.052;0.0404286;6.25561e-37;36.476;898.522;
15480;0.954229;4.95844e-30;861.132;0.0403417;5.9137e-37;36.3977;898.524;
15490;0.954316;4.73795e-30;861.212;0.040255;5.59049e-37;36.3195;898.526;
15500;0.954402;4.52727e-30;861.292;0.0401684;5.28493e-37;36.2415;898.528;
15510;0.954489;4.32596e-30;861.372;0.0400821;4.99608e-37;36.1637;898.53;
15520;0.954575;4.1336e-30;861.452;0.0399959;4.72301e-37;36.086;898.532;
15530;0.954661;3.9498e-30;861.531;0.0399099;4.46487e-37;36.0085;898.534;
15540;0.954747;3.77417e-30;861.611;0.0398241;4.22084e-37;35.9312;898.536;
15550;0.954832;3.60636e-30;861.69;0.0397385;3.99014e-37;35.854;898.538;
15560;0.954918;3.44601e-30;861.769;0.039653;3.77206e-37;35.777;898.54;
15570;0.955003;3.2928e-30;861.848;0.0395677;3.56589e-37;35.7001;898.542;
15580;0.955088;3.14639e-30;861.926;0.0394826;3.37099e-37;35.6234;898.544;
15590;0.955173;3.0065e-30;862.005;0.0393977;3.18674e-37;35.5469;898.546;
15600;0.955258;2.87283e-30;862.083;0.0393129;3.01257e-37;35.4705;898.548;
15610;0.955343;2.74511e-30;862.161;0.0392284;2.84791e-37;35.3942;898.55;
15620;0.955427;2.62307e-30;862.239;0.039144;2.69225e-37;35.3182;898.552;
15630;0.955511;2.50645e-30;862.317;0.0390598;2.5451e-37;35.2423;898.554;
15640;0.955595;2.39502e-30;862.395;0.0389757;2.40599e-37;35.1665;898.556;
15650;0.955679;2.28855e-30;862.473;0.0388918;2.27449e-37;35.0909;898.558;
15660;0.955763;2.18681e-30;862.55;0.0388081;2.15017e-37;35.0155;898.56;
15670;0.955846;2.0896e-30;862.627;0.0387246;2.03265e-37;34.9402;898.562;
15680;0.95593;1.9967e-30;862.704;0.0386413;1.92155e-37;34.8651;898.564;
15690;0.956013;1.90794e-30;862.781;0.0385581;1.81652e-37;34.7901;898.566;
15700;0.956096;1.82313e-30;862.858;0.0384751;1.71724e-37;34.7153;898.568;
15710;0.956179;1.74209e-30;862.935;0.0383923;1.62338e-37;34.6406;898.57;
15720;0.956261;1.66465e-30;863.011;0.0383096;1.53465e-37;34.5661;898.572;
15730;0.956344;1.59066e-30;863.087;0.0382272;1.45077e-37;34.4918;898.574;
15740;0.956426;1.51995e-30;863.163;0.0381448;1.37147e-37;34.4176;898.575;
15750;0.956508;1.45239e-30;863.239;0.0380627;1.29651e-37;34.3435;898.577;
15760;0.95659;1.38783e-30;863.315;0.0379807;1.22565e-37;34.2697;898.579;
15770;0.956672;1.32615e-30;863.391;0.0378989;1.15866e-37;34.1959;898.581;
15780;0.956754;1.2672e-30;863.466;0.0378173;1.09533e-37;34.1223;898.583;
15790;0.956835;1.21088e-30;863.542;0.0377359;1.03546e-37;34.0489;898.585;
15800;0.956917;1.15706e-30;863.617;0.0376546;9.78861e-38;33.9756;898.587;
15810;0.956998;1.10564e-30;863.692;0.0375735;9.25359e-38;33.9025;898.589;
15820;0.957079;1.0565e-30;863.767;0.0374925;8.7478e-38;33.8296;898.591;
15830;0.957159;1.00954e-30;863.841;0.0374118;8.26966e-38;33.7568;898.593;
15840;0.95724;9.64676e-31;863.916;0.0373311;7.81766e-38;33.6841;898.594;
15850;0.957321;9.21804e-31;863.99;0.0372507;7.39035e-38;33.6116;898.596;
15860;0.957401;8.80837e-31;864.064;0.0371704;6.98641e-38;33.5392;898.598;
15870;0.957481;8.41692e-31;864.138;0.0370903;6.60454e-38;33.467;898.6;
15880;0.957561;8.04287e-31;864.212;0.0370104;6.24355e-38;33.395;898.602;
15890;0.957641;7.68545e-31;864.286;0.0369306;5.90228e-38;33.323;898.604;
15900;0.95772;7.34391e-31;864.36;0.036851;5.57967e-38;33.2513;898.606;
15910;0.9578;7.01756e-31;864.433;0.0367716;5.27469e-38;33.1797;898.608;
15920;0.957879;6.70572e-31;864.507;0.0366923;4.98638e-38;33.1082;898.609;
15930;0.957958;6.40774e-31;864.58;0.0366132;4.71383e-38;33.0369;898.611;
15940;0.958037;6.123e-31;864.653;0.0365343;4.45618e-38;32.9658;898.613;
15950;0.958116;5.85092e-31;864.726;0.0364555;4.21261e-38;32.8947;898.615;
15960;0.958194;5.59094e-31;864.798;0.0363769;3.98235e-38;32.8239;898.617;
15970;0.958273;5.34251e-31;864.871;0.0362985;3.76468e-38;32.7532;898.619;
15980;0.958351;5.10512e-31;864.943;0.0362202;3.5589e-38;32.6826;898.62;
15990;0.958429;4.87829e-31;865.015;0.0361421;3.36438e-38;32.6122;898.622;
16000;0.958507;4.66153e-31;865.088;0.0360641;3.18048e-38;32.5419;898.624;
16010;0.958585;4.45441e-31;865.159;0.0359863;3.00664e-38;32.4718;898.626;
16020;0.958663;4.2565e-31;865.231;0.0359087;2.8423e-38;32.4018;898.628;
16030;0.95874;4.06738e-31;865.303;0.0358313;2.68694e-38;32.332;898.629;
16040;0.958818;3.88667e-31;865.374;0.035754;2.54007e-38;32.2623;898.631;
16050;0.958895;3.71399e-31;865.446;0.0356768;2.40123e-38;32.1927;898.633;
16060;0.958972;3.54898e-31;865.517;0.0355998;2.26998e-38;32.1233;898.635;
16070;0.959048;3.39131e-31;865.588;0.035523;2.1459e-38;32.0541;898.637;
16080;0.959125;3.24064e-31;865.659;0.0354464;2.02861e-38;31.985;898.638;
16090;0.959202;3.09667e-31;865.73;0.0353699;1.91772e-38;31.916;898.64;
16100;0.959278;2.9591e-31;865.8;0.0352935;1.8129e-38;31.8472;898.642;
16110;0.959354;2.82764e-31;865.871;0.0352174;1.71381e-38;31.7785;898.644;
16120;0.95943;2.70203e-31;865.941;0.0351414;1.62013e-38;31.71;898.645;
16130;0.959506;2.58199e-31;866.011;0.0350655;1.53157e-38;31.6416;898.647;
16140;0.959582;2.46729e-31;866.081;0.0349898;1.44786e-38;31.5734;898.649;
16150;0.959657;2.35769e-31;866.151;0.0349143;1.36872e-38;31.5053;898.651;
16160;0.959733;2.25296e-31;866.221;0.0348389;1.2939e-38;31.4373;898.653;
16170;0.959808;2.15288e-31;866.29;0.0347637;1.22318e-38;31.3695;898.654;
16180;0.959883;2.05724e-31;866.36;0.0346886;1.15632e-38;31.3018;898.656;
16190;0.959958;1.96586e-31;866.429;0.0346137;1.09311e-38;31.2343;898.658;
16200;0.960033;1.87854e-31;866.498;0.034539;1.03336e-38;31.1669;898.66;
16210;0.960107;1.7951e-31;866.567;0.0344644;9.76877e-39;31.0997;898.661;
16220;0.960182;1.71536e-31;866.636;0.0343899;9.2348e-39;31.0326;898.663;
16230;0.960256;1.63917e-31;866.705;0.0343157;8.73001e-39;30.9656;898.665;
16240;0.96033;1.56636e-31;866.773;0.0342415;8.25282e-39;30.8988;898.666;
16250;0.960404;1.49679e-31;866.842;0.0341676;7.80171e-39;30.8321;898.668;
16260;0.960478;1.43031e-31;866.91;0.0340938;7.37526e-39;30.7655;898.67;
16270;0.960552;1.36678e-31;866.978;0.0340201;6.97212e-39;30.6991;898.672;
16280;0.960625;1.30608e-31;867.046;0.0339466;6.59102e-39;30.6329;898.673;
16290;0.960698;1.24807e-31;867.114;0.0338733;6.23074e-39;30.5667;898.675;
16300;0.960772;1.19264e-31;867.181;0.0338001;5.89016e-39;30.5007;898.677;
16310;0.960845;1.13967e-31;867.249;0.033727;5.5682e-39;30.4349;898.678;
16320;0.960918;1.08906e-31;867.316;0.0336541;5.26383e-39;30.3692;898.68;
16330;0.96099;1.04069e-31;867.384;0.0335814;4.9761e-39;30.3036;898.682;
16340;0.961063;9.94474e-32;867.451;0.0335088;4.7041e-39;30.2382;898.683;
16350;0.961135;9.50309e-32;867.518;0.0334364;4.44696e-39;30.1728;898.685;
16360;0.961208;9.08107e-32;867.585;0.0333641;4.20389e-39;30.1077;898.687;
16370;0.96128;8.67779e-32;867.651;0.033292;3.97409e-39;30.0427;898.689;
16380;0.961352;8.29243e-32;867.718;0.03322;3.75686e-39;29.9778;898.69;
16390;0.961424;7.92418e-32;867.784;0.0331482;3.5515e-39;29.913;898.692;
16400;0.961495;7.57229e-32;867.851;0.0330765;3.35737e-39;29.8484;898.694;
16410;0.961567;7.23603e-32;867.917;0.033005;3.17385e-39;29.7839;898.695;
16420;0.961638;6.91471e-32;867.983;0.0329337;3.00036e-39;29.7196;898.697;
16430;0.961709;6.60766e-32;868.049;0.0328624;2.83635e-39;29.6554;898.699;
16440;0.961781;6.31425e-32;868.114;0.0327914;2.68131e-39;29.5913;898.7;
16450;0.961851;6.03388e-32;868.18;0.0327205;2.53475e-39;29.5273;898.702;
16460;0.961922;5.76595e-32;868.245;0.0326497;2.39619e-39;29.4635;898.703;
16470;0.961993;5.50993e-32;868.311;0.0325791;2.26521e-39;29.3999;898.705;
16480;0.962063;5.26528e-32;868.376;0.0325086;2.14139e-39;29.3363;898.707;
16490;0.962134;5.03149e-32;868.441;0.0324383;2.02433e-39;29.2729;898.708;
16500;0.962204;4.80809e-32;868.506;0.0323681;1.91368e-39;29.2096;898.71;
16510;0.962274;4.59461e-32;868.571;0.0322981;1.80907e-39;29.1465;898.712;
16520;0.962344;4.39061e-32;868.635;0.0322282;1.71018e-39;29.0835;898.713;
16530;0.962413;4.19567e-32;868.7;0.0321585;1.6167e-39;29.0206;898.715;
16540;0.962483;4.00939e-32;868.764;0.0320889;1.52833e-39;28.9579;898.717;
16550;0.962553;3.83138e-32;868.828;0.0320195;1.44478e-39;28.8953;898.718;
16560;0.962622;3.66128e-32;868.892;0.0319502;1.36581e-39;28.8328;898.72;
16570;0.962691;3.49873e-32;868.956;0.031881;1.29115e-39;28.7704;898.721;
16580;0.96276;3.3434e-32;869.02;0.031812;1.22057e-39;28.7082;898.723;
16590;0.962829;3.19497e-32;869.084;0.0317432;1.15385e-39;28.6461;898.725;
16600;0.962898;3.05313e-32;869.147;0.0316745;1.09078e-39;28.5842;898.726;
16610;0.962966;2.91758e-32;869.211;0.0316059;1.03115e-39;28.5224;898.728;
16620;0.963035;2.78806e-32;869.274;0.0315375;9.74784e-40;28.4607;898.729;
16630;0.963103;2.66429e-32;869.337;0.0314692;9.21499e-40;28.3991;898.731;
16640;0.963171;2.54602e-32;869.4;0.0314011;8.71127e-40;28.3377;898.733;
16650;0.963239;2.43299e-32;869.463;0.0313331;8.23508e-40;28.2764;898.734;
16660;0.963307;2.32499e-32;869.526;0.0312653;7.78492e-40;28.2152;898.736;
16670;0.963375;2.22178e-32;869.589;0.0311976;7.35937e-40;28.1541;898.737;
16680;0.963442;2.12315e-32;869.651;0.03113;6.95708e-40;28.0932;898.739;
16690;0.96351;2.02891e-32;869.713;0.0310626;6.57678e-40;28.0324;898.74;
16700;0.963577;1.93885e-32;869.776;0.0309953;6.21727e-40;27.9718;898.742;
16710;0.963644;1.85278e-32;869.838;0.0309282;5.87741e-40;27.9112;898.743;
16720;0.963711;1.77054e-32;869.9;0.0308612;5.55612e-40;27.8508;898.745;
16730;0.963778;1.69195e-32;869.961;0.0307943;5.2524e-40;27.7906;898.747;
16740;0.963845;1.61685e-32;870.023;0.0307276;4.96529e-40;27.7304;898.748;
16750;0.963911;1.54509e-32;870.085;0.0306611;4.69386e-40;27.6704;898.75;
16760;0.963978;1.47651e-32;870.146;0.0305947;4.43728e-40;27.6105;898.751;
16770;0.964044;1.41097e-32;870.208;0.0305284;4.19472e-40;27.5507;898.753;
16780;0.96411;1.34834e-32;870.269;0.0304622;3.96542e-40;27.4911;898.754;
16790;0.964176;1.2885e-32;870.33;0.0303962;3.74865e-40;27.4315;898.756;
16800;0.964242;1.23131e-32;870.391;0.0303304;3.54373e-40;27.3721;898.757;
16810;0.964308;1.17666e-32;870.451;0.0302646;3.35001e-40;27.3129;898.759;
16820;0.964373;1.12444e-32;870.512;0.030199;3.16689e-40;27.2537;898.76;
16830;0.964439;1.07453e-32;870.573;0.0301336;2.99377e-40;27.1947;898.762;
16840;0.964504;1.02685e-32;870.633;0.0300683;2.83012e-40;27.1358;898.763;
16850;0.964569;9.81273e-33;870.693;0.0300031;2.67541e-40;27.0771;898.765;
16860;0.964634;9.37724e-33;870.754;0.0299381;2.52916e-40;27.0184;898.767;
16870;0.964699;8.96108e-33;870.814;0.0298732;2.3909e-40;26.9599;898.768;
16880;0.964764;8.56339e-33;870.873;0.0298084;2.26021e-40;26.9015;898.77;
16890;0.964828;8.18336e-33;870.933;0.0297438;2.13665e-40;26.8432;898.771;
16900;0.964893;7.8202e-33;870.993;0.0296793;2.01985e-40;26.7851;898.773;
16910;0.964957;7.47316e-33;871.052;0.029615;1.90944e-40;26.727;898.774;
16920;0.965022;7.14152e-33;871.112;0.0295508;1.80506e-40;26.6691;898.776;
16930;0.965086;6.82461e-33;871.171;0.0294867;1.70638e-40;26.6113;898.777;
16940;0.96515;6.52176e-33;871.23;0.0294228;1.6131e-40;26.5537;898.778;
16950;0.965213;6.23236e-33;871.289;0.029359;1.52492e-40;26.4961;898.78;
16960;0.965277;5.9558e-33;871.348;0.0292953;1.44156e-40;26.4387;898.781;
16970;0.965341;5.69151e-33;871.407;0.0292317;1.36276e-40;26.3814;898.783;
16980;0.965404;5.43896e-33;871.466;0.0291683;1.28826e-40;26.3243;898.784;
16990;0.965467;5.19762e-33;871.524;0.0291051;1.21784e-40;26.2672;898.786;
17000;0.96553;4.96698e-33;871.582;0.0290419;1.15127e-40;26.2103;898.787;
17010;0.965593;4.74659e-33;871.641;0.028979;1.08833e-40;26.1535;898.789;
17020;0.965656;4.53597e-33;871.699;0.0289161;1.02884e-40;26.0968;898.79;
17030;0.965719;4.33471e-33;871.757;0.0288534;9.72595e-41;26.0402;898.792;
17040;0.965782;4.14238e-33;871.815;0.0287908;9.19427e-41;25.9837;898.793;
17050;0.965844;3.95858e-33;871.873;0.0287283;8.69166e-41;25.9274;898.795;
17060;0.965907;3.78294e-33;871.93;0.028666;8.21652e-41;25.8712;898.796;
17070;0.965969;3.61509e-33;871.988;0.0286038;7.76736e-41;25.8151;898.798;
17080;0.966031;3.4547e-33;872.045;0.0285417;7.34275e-41;25.7591;898.799;
17090;0.966093;3.30142e-33;872.103;0.0284797;6.94135e-41;25.7033;898.8;
17100;0.966155;3.15495e-33;872.16;0.0284179;6.56189e-41;25.6475;898.802;
17110;0.966216;3.01497e-33;872.217;0.0283563;6.20318e-41;25.5919;898.803;
17120;0.966278;2.88121e-33;872.274;0.0282947;5.86408e-41;25.5364;898.805;
17130;0.966339;2.75338e-33;872.331;0.0282333;5.54351e-41;25.481;898.806;
17140;0.966401;2.63123e-33;872.387;0.028172;5.24047e-41;25.4257;898.808;
17150;0.966462;2.51449e-33;872.444;0.0281109;4.95399e-41;25.3706;898.809;
17160;0.966523;2.40294e-33;872.5;0.0280498;4.68317e-41;25.3155;898.81;
17170;0.966584;2.29634e-33;872.557;0.0279889;4.42716e-41;25.2606;898.812;
17180;0.966644;2.19446e-33;872.613;0.0279282;4.18514e-41;25.2058;898.813;
17190;0.966705;2.09711e-33;872.669;0.0278675;3.95636e-41;25.1511;898.815;
17200;0.966766;2.00408e-33;872.725;0.027807;3.74008e-41;25.0966;898.816;
17210;0.966826;1.91517e-33;872.781;0.0277467;3.53562e-41;25.0421;898.817;
17220;0.966886;1.83022e-33;872.836;0.0276864;3.34234e-41;24.9878;898.819;
17230;0.966946;1.74903e-33;872.892;0.0276263;3.15962e-41;24.9335;898.82;
17240;0.967006;1.67144e-33;872.948;0.0275663;2.9869e-41;24.8794;898.822;
17250;0.967066;1.59729e-33;873.003;0.0275064;2.82361e-41;24.8254;898.823;
17260;0.967126;1.52644e-33;873.058;0.0274467;2.66925e-41;24.7716;898.824;
17270;0.967186;1.45873e-33;873.113;0.0273871;2.52333e-41;24.7178;898.826;
17280;0.967245;1.39402e-33;873.168;0.0273276;2.38539e-41;24.6641;898.827;
17290;0.967304;1.33219e-33;873.223;0.0272682;2.25499e-41;24.6106;898.829;
17300;0.967364;1.2731e-33;873.278;0.027209;2.13172e-41;24.5572;898.83;
17310;0.967423;1.21663e-33;873.333;0.0271499;2.01518e-41;24.5039;898.831;
17320;0.967482;1.16266e-33;873.387;0.0270909;1.90502e-41;24.4507;898.833;
17330;0.967541;1.11109e-33;873.442;0.027032;1.80087e-41;24.3976;898.834;
17340;0.967599;1.06181e-33;873.496;0.0269733;1.70243e-41;24.3446;898.835;
17350;0.967658;1.01471e-33;873.55;0.0269147;1.60936e-41;24.2917;898.837;
17360;0.967717;9.69705e-34;873.604;0.0268562;1.52138e-41;24.239;898.838;
17370;0.967775;9.26696e-34;873.658;0.0267978;1.43821e-41;24.1864;898.839;
17380;0.967833;8.85594e-34;873.712;0.0267396;1.35959e-41;24.1338;898.841;
17390;0.967891;8.46315e-34;873.766;0.0266815;1.28526e-41;24.0814;898.842;
17400;0.967949;8.0878e-34;873.82;0.0266235;1.215e-41;24.0291;898.843;
